step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
2230 4.119231e+00 1 2.950492e-05 3.887298e-12 2.480730e-15
2240 4.136233e+00 1 2.951576e-05 3.880256e-12 2.484270e-15
2250 4.153225e+00 1 2.952435e-05 3.873529e-12 2.487869e-15
2260 4.170205e+00 1 2.953074e-05 3.867113e-12 2.491523e-15
2270 4.187173e+00 1 2.953502e-05 3.861002e-12 2.495233e-15
2280 4.204130e+00 1 2.953723e-05 3.855190e-12 2.498996e-15
2290 4.221076e+00 1 2.953746e-05 3.849673e-12 2.502811e-15
2300 4.238011e+00 1 2.953576e-05 3.844446e-12 2.506676e-15
2310 4.254934e+00 1 2.953220e-05 3.839503e-12 2.510591e-15
2320 4.271846e+00 1 2.952684e-05 3.834838e-12 2.514553e-15
2330 4.288747e+00 1 2.951973e-05 3.830448e-12 2.518561e-15
2340 4.305637e+00 1 2.951094e-05 3.826327e-12 2.522614e-15
2350 4.322515e+00 1 2.950053e-05 3.822470e-12 2.526711e-15
2360 4.339383e+00 1 2.948853e-05 3.818872e-12 2.530851e-15
2370 4.356239e+00 1 2.947503e-05 3.815528e-12 2.535032e-15
2380 4.373084e+00 1 2.946005e-05 3.812433e-12 2.539252e-15
2390 4.389918e+00 1 2.944366e-05 3.809583e-12 2.543512e-15
2400 4.406741e+00 1 2.942591e-05 3.806973e-12 2.547810e-15
2410 4.423553e+00 1 2.940684e-05 3.804598e-12 2.552144e-15
2420 4.440354e+00 1 2.938651e-05 3.802453e-12 2.556514e-15
2430 4.457144e+00 1 2.936496e-05 3.800534e-12 2.560919e-15
2440 4.473923e+00 1 2.934223e-05 3.798836e-12 2.565357e-15
2450 4.490691e+00 1 2.931837e-05 3.797355e-12 2.569828e-15
2460 4.507448e+00 1 2.929342e-05 3.796086e-12 2.574330e-15
2470 4.524195e+00 1 2.926743e-05 3.795025e-12 2.578863e-15
2480 4.540930e+00 1 2.924042e-05 3.794168e-12 2.583426e-15
2490 4.557654e+00 1 2.921245e-05 3.793509e-12 2.588017e-15
2500 4.574368e+00 1 2.918356e-05 3.793047e-12 2.592636e-15
2510 4.591071e+00 1 2.915377e-05 3.792775e-12 2.597283e-15
2520 4.607763e+00 1 2.912312e-05 3.792690e-12 2.601956e-15
2530 4.624445e+00 1 2.909166e-05 3.792788e-12 2.606654e-15
2540 4.641115e+00 1 2.905941e-05 3.793065e-12 2.611377e-15
2550 4.657775e+00 1 2.902640e-05 3.793517e-12 2.616123e-15
2560 4.674424e+00 1 2.899268e-05 3.794140e-12 2.620893e-15
2570 4.691063e+00 1 2.895827e-05 3.794930e-12 2.625685e-15
2580 4.707691e+00 1 2.892320e-05 3.795885e-12 2.630499e-15
2590 4.724308e+00 1 2.888750e-05 3.796999e-12 2.635334e-15
2600 4.740915e+00 1 2.885121e-05 3.798270e-12 2.640189e-15
2610 4.757511e+00 1 2.881434e-05 3.799694e-12 2.645064e-15
2620 4.774097e+00 1 2.877693e-05 3.801268e-12 2.649958e-15
2630 4.790672e+00 1 2.873899e-05 3.802987e-12 2.654870e-15
2640 4.807236e+00 1 2.870057e-05 3.804850e-12 2.659799e-15
2650 4.823790e+00 1 2.866168e-05 3.806852e-12 2.664746e-15
2660 4.840334e+00 1 2.862234e-05 3.808991e-12 2.669710e-15
2670 4.856867e+00 1 2.858259e-05 3.811263e-12 2.674689e-15
2680 4.873390e+00 1 2.854243e-05 3.813665e-12 2.679684e-15
2690 4.889903e+00 1 2.850190e-05 3.816194e-12 2.684694e-15
2700 4.906405e+00 1 2.846102e-05 3.818847e-12 2.689718e-15
2710 4.922897e+00 1 2.841980e-05 3.821622e-12 2.694756e-15
2720 4.939378e+00 1 2.837826e-05 3.824516e-12 2.699807e-15
2730 4.955849e+00 1 2.833643e-05 3.827525e-12 2.704871e-15
2740 4.972310e+00 1 2.829432e-05 3.830647e-12 2.709948e-15
2750 4.988761e+00 1 2.825195e-05 3.833879e-12 2.715037e-15
2760 5.005201e+00 1 2.820934e-05 3.837219e-12 2.720137e-15
2770 5.021632e+00 1 2.816650e-05 3.840665e-12 2.725249e-15
2780 5.038052e+00 1 2.812345e-05 3.844213e-12 2.730371e-15
2790 5.054462e+00 1 2.808021e-05 3.847861e-12 2.735503e-15
2800 5.070862e+00 1 2.803679e-05 3.851608e-12 2.740646e-15
2810 5.087251e+00 1 2.799320e-05 3.855450e-12 2.745797e-15
2820 5.103631e+00 1 2.794947e-05 3.859385e-12 2.750958e-15
2830 5.120001e+00 1 2.790560e-05 3.863412e-12 2.756128e-15
2840 5.136360e+00 1 2.786160e-05 3.867528e-12 2.761306e-15
2850 5.152710e+00 1 2.781749e-05 3.871730e-12 2.766493e-15
2860 5.169050e+00 1 2.777329e-05 3.876018e-12 2.771687e-15
2870 5.185380e+00 1 2.772899e-05 3.880388e-12 2.776889e-15
2880 5.201699e+00 1 2.768462e-05 3.884839e-12 2.782097e-15
2890 5.218009e+00 1 2.764019e-05 3.889369e-12 2.787313e-15
2900 5.234309e+00 1 2.759569e-05 3.893976e-12 2.792535e-15
2910 5.250599e+00 1 2.755116e-05 3.898658e-12 2.797764e-15
2920 5.266880e+00 1 2.750658e-05 3.903414e-12 2.802998e-15
2930 5.283150e+00 1 2.746198e-05 3.908242e-12 2.808239e-15
2940 5.299411e+00 1 2.741737e-05 3.913140e-12 2.813485e-15
2950 5.315662e+00 1 2.737274e-05 3.918106e-12 2.818736e-15
2960 5.331903e+00 1 2.732811e-05 3.923139e-12 2.823992e-15
2970 5.348135e+00 1 2.728349e-05 3.928237e-12 2.829253e-15
2980 5.364357e+00 1 2.723888e-05 3.933399e-12 2.834518e-15
2990 5.380569e+00 1 2.719429e-05 3.938624e-12 2.839788e-15
3000 5.396772e+00 1 2.714973e-05 3.943909e-12 2.845062e-15
3010 5.412964e+00 1 2.710521e-05 3.949254e-12 2.850340e-15
3020 5.429148e+00 1 2.706072e-05 3.954656e-12 2.855622e-15
3030 5.445322e+00 1 2.701629e-05 3.960116e-12 2.860907e-15
3040 5.461486e+00 1 2.697190e-05 3.965631e-12 2.866196e-15
3050 5.477641e+00 1 2.692757e-05 3.971200e-12 2.871488e-15
3060 5.493786e+00 1 2.688331e-05 3.976822e-12 2.876783e-15
3070 5.509922e+00 1 2.683911e-05 3.982496e-12 2.882081e-15
3080 5.526048e+00 1 2.679499e-05 3.988221e-12 2.887382e-15
3090 5.542165e+00 1 2.675094e-05 3.993995e-12 2.892685e-15
3100 5.558272e+00 1 2.670697e-05 3.999817e-12 2.897991e-15
3110 5.574371e+00 1 2.666309e-05 4.005687e-12 2.903299e-15
3120 5.590459e+00 1 2.661930e-05 4.011603e-12 2.908609e-15
3130 5.606539e+00 1 2.657560e-05 4.017565e-12 2.913922e-15
3140 5.622609e+00 1 2.653200e-05 4.023571e-12 2.919236e-15
3150 5.638670e+00 1 2.648849e-05 4.029620e-12 2.924552e-15
3160 5.654722e+00 1 2.644509e-05 4.035712e-12 2.929870e-15
3170 5.670764e+00 1 2.640179e-05 4.041845e-12 2.935190e-15
3180 5.686797e+00 1 2.635860e-05 4.048019e-12 2.940511e-15
3190 5.702821e+00 1 2.631552e-05 4.054233e-12 2.945833e-15
3200 5.718836e+00 1 2.627255e-05 4.060486e-12 2.951157e-15
3210 5.734842e+00 1 2.622970e-05 4.066777e-12 2.956482e-15
3220 5.750839e+00 1 2.618696e-05 4.073105e-12 2.961808e-15
3230 5.766826e+00 1 2.614434e-05 4.079471e-12 2.967136e-15
3240 5.782805e+00 1 2.610185e-05 4.085872e-12 2.972464e-15
3250 5.798774e+00 1 2.605947e-05 4.092309e-12 2.977793e-15
3260 5.814735e+00 1 2.601722e-05 4.098780e-12 2.983123e-15
3270 5.830686e+00 1 2.597509e-05 4.105285e-12 2.988454e-15
3280 5.846629e+00 1 2.593308e-05 4.111824e-12 2.993786e-15
3290 5.862562e+00 1 2.589120e-05 4.118395e-12 2.999118e-15
3300 5.878487e+00 1 2.584945e-05 4.124999e-12 3.004451e-15
