step time f_darcy f_darcy_dpdx tau_avg u_bulk reynolds
12250 1.807850e+01 3.336272e-02 4.990421e-02 1.905325e-03 6.759255e-01 9.012340e+03
12260 1.809107e+01 3.336122e-02 4.988673e-02 1.905907e-03 6.760439e-01 9.013919e+03
12270 1.810363e+01 3.335973e-02 4.986927e-02 1.906490e-03 6.761623e-01 9.015497e+03
12280 1.811620e+01 3.335824e-02 4.985183e-02 1.907071e-03 6.762805e-01 9.017074e+03
12290 1.812876e+01 3.335675e-02 4.983441e-02 1.907653e-03 6.763987e-01 9.018649e+03
12300 1.814132e+01 3.335526e-02 4.981702e-02 1.908233e-03 6.765168e-01 9.020223e+03
12310 1.815387e+01 3.335378e-02 4.979965e-02 1.908814e-03 6.766347e-01 9.021796e+03
12320 1.816643e+01 3.335229e-02 4.978230e-02 1.909394e-03 6.767526e-01 9.023368e+03
12330 1.817898e+01 3.335080e-02 4.976497e-02 1.909973e-03 6.768704e-01 9.024939e+03
12340 1.819153e+01 3.334931e-02 4.974767e-02 1.910552e-03 6.769881e-01 9.026508e+03
12350 1.820408e+01 3.334782e-02 4.973039e-02 1.911131e-03 6.771057e-01 9.028076e+03
12360 1.821663e+01 3.334634e-02 4.971313e-02 1.911709e-03 6.772233e-01 9.029643e+03
12370 1.822917e+01 3.334485e-02 4.969590e-02 1.912287e-03 6.773407e-01 9.031209e+03
12380 1.824172e+01 3.334336e-02 4.967868e-02 1.912865e-03 6.774580e-01 9.032774e+03
12390 1.825426e+01 3.334188e-02 4.966149e-02 1.913441e-03 6.775753e-01 9.034337e+03
12400 1.826680e+01 3.334039e-02 4.964432e-02 1.914018e-03 6.776924e-01 9.035899e+03
12410 1.827933e+01 3.333891e-02 4.962717e-02 1.914594e-03 6.778095e-01 9.037460e+03
12420 1.829187e+01 3.333743e-02 4.961005e-02 1.915170e-03 6.779265e-01 9.039020e+03
12430 1.830440e+01 3.333594e-02 4.959295e-02 1.915745e-03 6.780434e-01 9.040578e+03
12440 1.831693e+01 3.333446e-02 4.957587e-02 1.916320e-03 6.781601e-01 9.042135e+03
12450 1.832946e+01 3.333298e-02 4.955881e-02 1.916894e-03 6.782769e-01 9.043691e+03
12460 1.834199e+01 3.333149e-02 4.954177e-02 1.917468e-03 6.783935e-01 9.045246e+03
12470 1.835451e+01 3.333001e-02 4.952476e-02 1.918041e-03 6.785100e-01 9.046800e+03
12480 1.836704e+01 3.332853e-02 4.950776e-02 1.918615e-03 6.786264e-01 9.048352e+03
12490 1.837956e+01 3.332705e-02 4.949079e-02 1.919187e-03 6.787428e-01 9.049904e+03
12500 1.839208e+01 3.332557e-02 4.947384e-02 1.919759e-03 6.788590e-01 9.051454e+03
12510 1.840459e+01 3.332409e-02 4.945692e-02 1.920331e-03 6.789752e-01 9.053002e+03
12520 1.841711e+01 3.332261e-02 4.944001e-02 1.920903e-03 6.790913e-01 9.054550e+03
12530 1.842962e+01 3.332114e-02 4.942313e-02 1.921474e-03 6.792072e-01 9.056097e+03
12540 1.844213e+01 3.331966e-02 4.940627e-02 1.922044e-03 6.793231e-01 9.057642e+03
12550 1.845464e+01 3.331818e-02 4.938943e-02 1.922614e-03 6.794389e-01 9.059186e+03
12560 1.846715e+01 3.331671e-02 4.937261e-02 1.923184e-03 6.795547e-01 9.060729e+03
12570 1.847965e+01 3.331523e-02 4.935581e-02 1.923753e-03 6.796703e-01 9.062270e+03
12580 1.849216e+01 3.331376e-02 4.933903e-02 1.924322e-03 6.797858e-01 9.063811e+03
12590 1.850466e+01 3.331228e-02 4.932228e-02 1.924891e-03 6.799013e-01 9.065350e+03
12600 1.851716e+01 3.331081e-02 4.930555e-02 1.925459e-03 6.800166e-01 9.066888e+03
12610 1.852965e+01 3.330933e-02 4.928884e-02 1.926026e-03 6.801319e-01 9.068425e+03
12620 1.854215e+01 3.330786e-02 4.927215e-02 1.926594e-03 6.802471e-01 9.069961e+03
12630 1.855464e+01 3.330639e-02 4.925548e-02 1.927161e-03 6.803622e-01 9.071496e+03
12640 1.856713e+01 3.330492e-02 4.923883e-02 1.927727e-03 6.804772e-01 9.073029e+03
12650 1.857962e+01 3.330345e-02 4.922220e-02 1.928293e-03 6.805921e-01 9.074561e+03
12660 1.859211e+01 3.330198e-02 4.920560e-02 1.928859e-03 6.807069e-01 9.076092e+03
12670 1.860460e+01 3.330051e-02 4.918902e-02 1.929424e-03 6.808217e-01 9.077622e+03
12680 1.861708e+01 3.329904e-02 4.917245e-02 1.929988e-03 6.809363e-01 9.079151e+03
12690 1.862956e+01 3.329757e-02 4.915591e-02 1.930553e-03 6.810509e-01 9.080678e+03
12700 1.864204e+01 3.329611e-02 4.913939e-02 1.931117e-03 6.811653e-01 9.082204e+03
12710 1.865452e+01 3.329464e-02 4.912289e-02 1.931680e-03 6.812797e-01 9.083730e+03
12720 1.866700e+01 3.329317e-02 4.910641e-02 1.932243e-03 6.813940e-01 9.085254e+03
12730 1.867947e+01 3.329171e-02 4.908996e-02 1.932806e-03 6.815082e-01 9.086776e+03
12740 1.869194e+01 3.329025e-02 4.907352e-02 1.933369e-03 6.816223e-01 9.088298e+03
12750 1.870441e+01 3.328878e-02 4.905710e-02 1.933930e-03 6.817364e-01 9.089818e+03
12760 1.871688e+01 3.328732e-02 4.904071e-02 1.934492e-03 6.818503e-01 9.091338e+03
12770 1.872935e+01 3.328586e-02 4.902433e-02 1.935053e-03 6.819642e-01 9.092856e+03
12780 1.874181e+01 3.328440e-02 4.900798e-02 1.935614e-03 6.820780e-01 9.094373e+03
12790 1.875427e+01 3.328294e-02 4.899165e-02 1.936174e-03 6.821916e-01 9.095889e+03
12800 1.876673e+01 3.328148e-02 4.897534e-02 1.936734e-03 6.823052e-01 9.097403e+03
12810 1.877919e+01 3.328002e-02 4.895905e-02 1.937294e-03 6.824187e-01 9.098917e+03
12820 1.879165e+01 3.327856e-02 4.894278e-02 1.937853e-03 6.825322e-01 9.100429e+03
12830 1.880410e+01 3.327710e-02 4.892653e-02 1.938412e-03 6.826455e-01 9.101940e+03
12840 1.881656e+01 3.327565e-02 4.891030e-02 1.938970e-03 6.827588e-01 9.103450e+03
12850 1.882901e+01 3.327419e-02 4.889409e-02 1.939528e-03 6.828719e-01 9.104959e+03
12860 1.884146e+01 3.327273e-02 4.887790e-02 1.940085e-03 6.829850e-01 9.106467e+03
12870 1.885390e+01 3.327128e-02 4.886173e-02 1.940643e-03 6.830980e-01 9.107973e+03
12880 1.886635e+01 3.326983e-02 4.884558e-02 1.941199e-03 6.832109e-01 9.109478e+03
12890 1.887879e+01 3.326838e-02 4.882946e-02 1.941756e-03 6.833237e-01 9.110983e+03
12900 1.889123e+01 3.326692e-02 4.881335e-02 1.942312e-03 6.834364e-01 9.112486e+03
12910 1.890367e+01 3.326547e-02 4.879726e-02 1.942867e-03 6.835491e-01 9.113988e+03
12920 1.891611e+01 3.326402e-02 4.878120e-02 1.943422e-03 6.836616e-01 9.115488e+03
12930 1.892855e+01 3.326257e-02 4.876515e-02 1.943977e-03 6.837741e-01 9.116988e+03
12940 1.894098e+01 3.326113e-02 4.874912e-02 1.944532e-03 6.838865e-01 9.118486e+03
12950 1.895341e+01 3.325968e-02 4.873312e-02 1.945086e-03 6.839988e-01 9.119984e+03
12960 1.896584e+01 3.325823e-02 4.871713e-02 1.945639e-03 6.841110e-01 9.121480e+03
12970 1.897827e+01 3.325679e-02 4.870117e-02 1.946193e-03 6.842231e-01 9.122975e+03
12980 1.899070e+01 3.325534e-02 4.868522e-02 1.946745e-03 6.843352e-01 9.124469e+03
12990 1.900312e+01 3.325390e-02 4.866929e-02 1.947298e-03 6.844471e-01 9.125962e+03
13000 1.901554e+01 3.325246e-02 4.865339e-02 1.947850e-03 6.845590e-01 9.127453e+03
13010 1.902796e+01 3.325102e-02 4.863750e-02 1.948402e-03 6.846708e-01 9.128944e+03
13020 1.904038e+01 3.324957e-02 4.862164e-02 1.948953e-03 6.847825e-01 9.130433e+03
13030 1.905280e+01 3.324813e-02 4.860579e-02 1.949504e-03 6.848941e-01 9.131921e+03
13040 1.906521e+01 3.324670e-02 4.858996e-02 1.950055e-03 6.850056e-01 9.133408e+03
13050 1.907763e+01 3.324526e-02 4.857416e-02 1.950605e-03 6.851171e-01 9.134894e+03
13060 1.909004e+01 3.324382e-02 4.855837e-02 1.951155e-03 6.852284e-01 9.136379e+03
13070 1.910245e+01 3.324238e-02 4.854260e-02 1.951704e-03 6.853397e-01 9.137863e+03
13080 1.911485e+01 3.324095e-02 4.852686e-02 1.952253e-03 6.854509e-01 9.139345e+03
13090 1.912726e+01 3.323951e-02 4.851113e-02 1.952802e-03 6.855620e-01 9.140826e+03
13100 1.913966e+01 3.323808e-02 4.849542e-02 1.953350e-03 6.856730e-01 9.142307e+03
13110 1.915206e+01 3.323665e-02 4.847973e-02 1.953898e-03 6.857839e-01 9.143786e+03
13120 1.916446e+01 3.323522e-02 4.846407e-02 1.954445e-03 6.858948e-01 9.145264e+03
13130 1.917686e+01 3.323379e-02 4.844842e-02 1.954993e-03 6.860056e-01 9.146741e+03
13140 1.918926e+01 3.323236e-02 4.843279e-02 1.955539e-03 6.861162e-01 9.148217e+03
13150 1.920165e+01 3.323093e-02 4.841718e-02 1.956086e-03 6.862268e-01 9.149691e+03
13160 1.921404e+01 3.322950e-02 4.840158e-02 1.956632e-03 6.863373e-01 9.151165e+03
13170 1.922644e+01 3.322808e-02 4.838601e-02 1.957178e-03 6.864478e-01 9.152637e+03
13180 1.923882e+01 3.322665e-02 4.837046e-02 1.957723e-03 6.865581e-01 9.154108e+03
13190 1.925121e+01 3.322523e-02 4.835493e-02 1.958268e-03 6.866684e-01 9.155578e+03
13200 1.926360e+01 3.322380e-02 4.833941e-02 1.958812e-03 6.867786e-01 9.157047e+03
13210 1.927598e+01 3.322238e-02 4.832392e-02 1.959357e-03 6.868887e-01 9.158515e+03
13220 1.928836e+01 3.322096e-02 4.830845e-02 1.959900e-03 6.869987e-01 9.159982e+03
13230 1.930074e+01 3.321954e-02 4.829299e-02 1.960444e-03 6.871086e-01 9.161448e+03
13240 1.931312e+01 3.321812e-02 4.827755e-02 1.960987e-03 6.872184e-01 9.162912e+03
13250 1.932549e+01 3.321670e-02 4.826213e-02 1.961530e-03 6.873282e-01 9.164376e+03
13260 1.933787e+01 3.321529e-02 4.824674e-02 1.962072e-03 6.874379e-01 9.165838e+03
13270 1.935024e+01 3.321387e-02 4.823136e-02 1.962614e-03 6.875475e-01 9.167299e+03
13280 1.936261e+01 3.321246e-02 4.821600e-02 1.963156e-03 6.876570e-01 9.168760e+03
13290 1.937498e+01 3.321104e-02 4.820065e-02 1.963697e-03 6.877664e-01 9.170219e+03
13300 1.938734e+01 3.320963e-02 4.818533e-02 1.964238e-03 6.878757e-01 9.171677e+03
13310 1.939971e+01 3.320822e-02 4.817003e-02 1.964778e-03 6.879850e-01 9.173133e+03
13320 1.941207e+01 3.320681e-02 4.815474e-02 1.965319e-03 6.880942e-01 9.174589e+03
13330 1.942443e+01 3.320540e-02 4.813948e-02 1.965858e-03 6.882033e-01 9.176044e+03
13340 1.943679e+01 3.320399e-02 4.812423e-02 1.966398e-03 6.883123e-01 9.177497e+03
13350 1.944915e+01 3.320259e-02 4.810900e-02 1.966937e-03 6.884212e-01 9.178950e+03
13360 1.946151e+01 3.320118e-02 4.809379e-02 1.967476e-03 6.885301e-01 9.180401e+03
13370 1.947386e+01 3.319978e-02 4.807860e-02 1.968014e-03 6.886388e-01 9.181851e+03
13380 1.948621e+01 3.319837e-02 4.806343e-02 1.968552e-03 6.887475e-01 9.183300e+03
13390 1.949856e+01 3.319697e-02 4.804828e-02 1.969090e-03 6.888561e-01 9.184748e+03
13400 1.951091e+01 3.319557e-02 4.803314e-02 1.969627e-03 6.889646e-01 9.186195e+03
13410 1.952326e+01 3.319417e-02 4.801803e-02 1.970164e-03 6.890731e-01 9.187641e+03
13420 1.953560e+01 3.319277e-02 4.800293e-02 1.970701e-03 6.891814e-01 9.189086e+03
13430 1.954794e+01 3.319137e-02 4.798785e-02 1.971237e-03 6.892897e-01 9.190529e+03
13440 1.956029e+01 3.318998e-02 4.797279e-02 1.971773e-03 6.893979e-01 9.191972e+03
13450 1.957262e+01 3.318858e-02 4.795775e-02 1.972308e-03 6.895060e-01 9.193413e+03
13460 1.958496e+01 3.318719e-02 4.794272e-02 1.972843e-03 6.896140e-01 9.194853e+03
13470 1.959730e+01 3.318579e-02 4.792772e-02 1.973378e-03 6.897219e-01 9.196293e+03
13480 1.960963e+01 3.318440e-02 4.791273e-02 1.973913e-03 6.898298e-01 9.197731e+03
13490 1.962196e+01 3.318301e-02 4.789776e-02 1.974447e-03 6.899376e-01 9.199168e+03
13500 1.963429e+01 3.318162e-02 4.788281e-02 1.974981e-03 6.900453e-01 9.200604e+03
13510 1.964662e+01 3.318024e-02 4.786788e-02 1.975514e-03 6.901529e-01 9.202039e+03
13520 1.965895e+01 3.317885e-02 4.785297e-02 1.976047e-03 6.902604e-01 9.203473e+03
13530 1.967127e+01 3.317746e-02 4.783807e-02 1.976580e-03 6.903679e-01 9.204905e+03
13540 1.968360e+01 3.317608e-02 4.782319e-02 1.977112e-03 6.904753e-01 9.206337e+03
13550 1.969592e+01 3.317470e-02 4.780834e-02 1.977644e-03 6.905826e-01 9.207768e+03
13560 1.970824e+01 3.317331e-02 4.779349e-02 1.978176e-03 6.906898e-01 9.209197e+03
13570 1.972056e+01 3.317193e-02 4.777867e-02 1.978707e-03 6.907969e-01 9.210625e+03
13580 1.973287e+01 3.317055e-02 4.776387e-02 1.979238e-03 6.909040e-01 9.212053e+03
13590 1.974519e+01 3.316918e-02 4.774908e-02 1.979769e-03 6.910109e-01 9.213479e+03
13600 1.975750e+01 3.316780e-02 4.773431e-02 1.980299e-03 6.911178e-01 9.214904e+03
13610 1.976981e+01 3.316642e-02 4.771956e-02 1.980829e-03 6.912246e-01 9.216328e+03
13620 1.978212e+01 3.316505e-02 4.770483e-02 1.981359e-03 6.913314e-01 9.217751e+03
13630 1.979442e+01 3.316368e-02 4.769011e-02 1.981888e-03 6.914380e-01 9.219173e+03
13640 1.980673e+01 3.316230e-02 4.767542e-02 1.982417e-03 6.915446e-01 9.220594e+03
13650 1.981903e+01 3.316093e-02 4.766074e-02 1.982946e-03 6.916511e-01 9.222014e+03
13660 1.983133e+01 3.315956e-02 4.764608e-02 1.983474e-03 6.917575e-01 9.223433e+03
13670 1.984363e+01 3.315820e-02 4.763143e-02 1.984002e-03 6.918638e-01 9.224850e+03
13680 1.985593e+01 3.315683e-02 4.761681e-02 1.984530e-03 6.919700e-01 9.226267e+03
13690 1.986823e+01 3.315546e-02 4.760220e-02 1.985057e-03 6.920762e-01 9.227683e+03
13700 1.988052e+01 3.315410e-02 4.758761e-02 1.985584e-03 6.921823e-01 9.229097e+03
13710 1.989282e+01 3.315274e-02 4.757304e-02 1.986110e-03 6.922883e-01 9.230511e+03
13720 1.990511e+01 3.315138e-02 4.755848e-02 1.986637e-03 6.923942e-01 9.231923e+03
13730 1.991740e+01 3.315002e-02 4.754395e-02 1.987163e-03 6.925001e-01 9.233334e+03
13740 1.992968e+01 3.314866e-02 4.752943e-02 1.987688e-03 6.926058e-01 9.234744e+03
13750 1.994197e+01 3.314730e-02 4.751492e-02 1.988213e-03 6.927115e-01 9.236154e+03
13760 1.995425e+01 3.314594e-02 4.750044e-02 1.988738e-03 6.928171e-01 9.237562e+03
13770 1.996654e+01 3.314459e-02 4.748597e-02 1.989263e-03 6.929226e-01 9.238969e+03
13780 1.997882e+01 3.314324e-02 4.747152e-02 1.989787e-03 6.930281e-01 9.240375e+03
13790 1.999110e+01 3.314188e-02 4.745709e-02 1.990311e-03 6.931335e-01 9.241780e+03
13800 2.000337e+01 3.314053e-02 4.744268e-02 1.990835e-03 6.932388e-01 9.243183e+03
13810 2.001565e+01 3.313918e-02 4.742828e-02 1.991358e-03 6.933440e-01 9.244586e+03
13820 2.002792e+01 3.313784e-02 4.741390e-02 1.991881e-03 6.934491e-01 9.245988e+03
13830 2.004019e+01 3.313649e-02 4.739954e-02 1.992403e-03 6.935542e-01 9.247389e+03
13840 2.005246e+01 3.313514e-02 4.738519e-02 1.992926e-03 6.936591e-01 9.248788e+03
13850 2.006473e+01 3.313380e-02 4.737086e-02 1.993448e-03 6.937640e-01 9.250187e+03
13860 2.007700e+01 3.313246e-02 4.735655e-02 1.993969e-03 6.938688e-01 9.251585e+03
13870 2.008926e+01 3.313112e-02 4.734226e-02 1.994490e-03 6.939736e-01 9.252981e+03
13880 2.010153e+01 3.312978e-02 4.732798e-02 1.995011e-03 6.940782e-01 9.254377e+03
13890 2.011379e+01 3.312844e-02 4.731372e-02 1.995532e-03 6.941828e-01 9.255771e+03
13900 2.012605e+01 3.312710e-02 4.729948e-02 1.996052e-03 6.942873e-01 9.257164e+03
13910 2.013831e+01 3.312577e-02 4.728526e-02 1.996572e-03 6.943917e-01 9.258557e+03
13920 2.015056e+01 3.312443e-02 4.727105e-02 1.997092e-03 6.944961e-01 9.259948e+03
13930 2.016282e+01 3.312310e-02 4.725686e-02 1.997611e-03 6.946004e-01 9.261338e+03
13940 2.017507e+01 3.312177e-02 4.724268e-02 1.998130e-03 6.947045e-01 9.262727e+03
13950 2.018732e+01 3.312044e-02 4.722853e-02 1.998649e-03 6.948087e-01 9.264115e+03
13960 2.019957e+01 3.311911e-02 4.721439e-02 1.999167e-03 6.949127e-01 9.265503e+03
13970 2.021182e+01 3.311778e-02 4.720027e-02 1.999685e-03 6.950166e-01 9.266889e+03
13980 2.022406e+01 3.311646e-02 4.718616e-02 2.000203e-03 6.951205e-01 9.268274e+03
13990 2.023631e+01 3.311513e-02 4.717207e-02 2.000721e-03 6.952243e-01 9.269658e+03
14000 2.024855e+01 3.311381e-02 4.715800e-02 2.001238e-03 6.953280e-01 9.271041e+03
14010 2.026079e+01 3.311249e-02 4.714394e-02 2.001754e-03 6.954317e-01 9.272422e+03
14020 2.027303e+01 3.311117e-02 4.712990e-02 2.002271e-03 6.955352e-01 9.273803e+03
14030 2.028527e+01 3.310985e-02 4.711588e-02 2.002787e-03 6.956387e-01 9.275183e+03
14040 2.029750e+01 3.310853e-02 4.710188e-02 2.003303e-03 6.957421e-01 9.276562e+03
14050 2.030974e+01 3.310722e-02 4.708789e-02 2.003818e-03 6.958455e-01 9.277940e+03
14060 2.032197e+01 3.310590e-02 4.707392e-02 2.004333e-03 6.959487e-01 9.279317e+03
14070 2.033420e+01 3.310459e-02 4.705996e-02 2.004848e-03 6.960519e-01 9.280692e+03
14080 2.034643e+01 3.310328e-02 4.704602e-02 2.005363e-03 6.961550e-01 9.282067e+03
14090 2.035865e+01 3.310197e-02 4.703210e-02 2.005877e-03 6.962580e-01 9.283441e+03
14100 2.037088e+01 3.310066e-02 4.701820e-02 2.006391e-03 6.963610e-01 9.284813e+03
14110 2.038310e+01 3.309936e-02 4.700431e-02 2.006905e-03 6.964639e-01 9.286185e+03
14120 2.039532e+01 3.309805e-02 4.699044e-02 2.007418e-03 6.965667e-01 9.287555e+03
14130 2.040755e+01 3.309675e-02 4.697658e-02 2.007931e-03 6.966694e-01 9.288925e+03
14140 2.041976e+01 3.309545e-02 4.696274e-02 2.008444e-03 6.967720e-01 9.290293e+03
14150 2.043198e+01 3.309414e-02 4.694892e-02 2.008956e-03 6.968746e-01 9.291661e+03
14160 2.044420e+01 3.309285e-02 4.693511e-02 2.009468e-03 6.969771e-01 9.293027e+03
14170 2.045641e+01 3.309155e-02 4.692132e-02 2.009980e-03 6.970795e-01 9.294393e+03
14180 2.046862e+01 3.309025e-02 4.690755e-02 2.010491e-03 6.971818e-01 9.295757e+03
14190 2.048083e+01 3.308896e-02 4.689379e-02 2.011002e-03 6.972841e-01 9.297121e+03
14200 2.049304e+01 3.308766e-02 4.688005e-02 2.011513e-03 6.973862e-01 9.298483e+03
14210 2.050525e+01 3.308637e-02 4.686633e-02 2.012024e-03 6.974883e-01 9.299845e+03
14220 2.051745e+01 3.308508e-02 4.685262e-02 2.012534e-03 6.975904e-01 9.301205e+03
14230 2.052965e+01 3.308379e-02 4.683893e-02 2.013044e-03 6.976923e-01 9.302564e+03
14240 2.054186e+01 3.308251e-02 4.682525e-02 2.013553e-03 6.977942e-01 9.303923e+03
14250 2.055406e+01 3.308122e-02 4.681159e-02 2.014062e-03 6.978960e-01 9.305280e+03
14260 2.056625e+01 3.307994e-02 4.679795e-02 2.014571e-03 6.979977e-01 9.306636e+03
14270 2.057845e+01 3.307865e-02 4.678432e-02 2.015080e-03 6.980994e-01 9.307992e+03
14280 2.059065e+01 3.307737e-02 4.677071e-02 2.015588e-03 6.982009e-01 9.309346e+03
14290 2.060284e+01 3.307609e-02 4.675712e-02 2.016097e-03 6.983024e-01 9.310699e+03
14300 2.061503e+01 3.307481e-02 4.674354e-02 2.016604e-03 6.984039e-01 9.312051e+03
14310 2.062722e+01 3.307354e-02 4.672998e-02 2.017112e-03 6.985052e-01 9.313403e+03
14320 2.063941e+01 3.307226e-02 4.671643e-02 2.017619e-03 6.986065e-01 9.314753e+03
14330 2.065160e+01 3.307099e-02 4.670290e-02 2.018126e-03 6.987077e-01 9.316102e+03
14340 2.066378e+01 3.306972e-02 4.668938e-02 2.018632e-03 6.988088e-01 9.317450e+03
14350 2.067596e+01 3.306845e-02 4.667588e-02 2.019138e-03 6.989098e-01 9.318798e+03
14360 2.068815e+01 3.306718e-02 4.666240e-02 2.019644e-03 6.990108e-01 9.320144e+03
14370 2.070033e+01 3.306591e-02 4.664893e-02 2.020150e-03 6.991117e-01 9.321489e+03
14380 2.071250e+01 3.306464e-02 4.663548e-02 2.020655e-03 6.992125e-01 9.322833e+03
14390 2.072468e+01 3.306338e-02 4.662205e-02 2.021160e-03 6.993132e-01 9.324177e+03
14400 2.073686e+01 3.306212e-02 4.660863e-02 2.021665e-03 6.994139e-01 9.325519e+03
14410 2.074903e+01 3.306086e-02 4.659522e-02 2.022170e-03 6.995145e-01 9.326860e+03
14420 2.076120e+01 3.305960e-02 4.658184e-02 2.022674e-03 6.996150e-01 9.328200e+03
14430 2.077337e+01 3.305834e-02 4.656846e-02 2.023177e-03 6.997155e-01 9.329539e+03
14440 2.078554e+01 3.305708e-02 4.655511e-02 2.023681e-03 6.998158e-01 9.330878e+03
14450 2.079771e+01 3.305583e-02 4.654177e-02 2.024184e-03 6.999161e-01 9.332215e+03
14460 2.080987e+01 3.305457e-02 4.652844e-02 2.024687e-03 7.000163e-01 9.333551e+03
14470 2.082204e+01 3.305332e-02 4.651513e-02 2.025190e-03 7.001165e-01 9.334886e+03
14480 2.083420e+01 3.305207e-02 4.650184e-02 2.025692e-03 7.002165e-01 9.336221e+03
14490 2.084636e+01 3.305082e-02 4.648856e-02 2.026194e-03 7.003165e-01 9.337554e+03
14500 2.085852e+01 3.304958e-02 4.647530e-02 2.026696e-03 7.004165e-01 9.338886e+03
14510 2.087067e+01 3.304833e-02 4.646205e-02 2.027197e-03 7.005163e-01 9.340217e+03
14520 2.088283e+01 3.304709e-02 4.644882e-02 2.027699e-03 7.006161e-01 9.341548e+03
14530 2.089498e+01 3.304585e-02 4.643560e-02 2.028200e-03 7.007158e-01 9.342877e+03
14540 2.090713e+01 3.304460e-02 4.642240e-02 2.028700e-03 7.008154e-01 9.344205e+03
14550 2.091928e+01 3.304337e-02 4.640921e-02 2.029200e-03 7.009149e-01 9.345533e+03
14560 2.093143e+01 3.304213e-02 4.639604e-02 2.029700e-03 7.010144e-01 9.346859e+03
14570 2.094358e+01 3.304089e-02 4.638289e-02 2.030200e-03 7.011138e-01 9.348184e+03
14580 2.095573e+01 3.303966e-02 4.636975e-02 2.030699e-03 7.012132e-01 9.349509e+03
14590 2.096787e+01 3.303842e-02 4.635662e-02 2.031199e-03 7.013124e-01 9.350832e+03
14600 2.098001e+01 3.303719e-02 4.634352e-02 2.031697e-03 7.014116e-01 9.352154e+03
14610 2.099215e+01 3.303596e-02 4.633042e-02 2.032196e-03 7.015107e-01 9.353476e+03
14620 2.100429e+01 3.303473e-02 4.631734e-02 2.032694e-03 7.016097e-01 9.354796e+03
14630 2.101643e+01 3.303351e-02 4.630428e-02 2.033192e-03 7.017087e-01 9.356116e+03
14640 2.102857e+01 3.303228e-02 4.629123e-02 2.033690e-03 7.018076e-01 9.357434e+03
14650 2.104070e+01 3.303106e-02 4.627820e-02 2.034187e-03 7.019064e-01 9.358752e+03
14660 2.105283e+01 3.302984e-02 4.626518e-02 2.034684e-03 7.020051e-01 9.360068e+03
14670 2.106496e+01 3.302862e-02 4.625218e-02 2.035181e-03 7.021038e-01 9.361384e+03
14680 2.107709e+01 3.302740e-02 4.623919e-02 2.035677e-03 7.022024e-01 9.362698e+03
14690 2.108922e+01 3.302618e-02 4.622622e-02 2.036174e-03 7.023009e-01 9.364012e+03
14700 2.110135e+01 3.302496e-02 4.621327e-02 2.036669e-03 7.023993e-01 9.365325e+03
14710 2.111347e+01 3.302375e-02 4.620032e-02 2.037165e-03 7.024977e-01 9.366636e+03
14720 2.112559e+01 3.302254e-02 4.618740e-02 2.037660e-03 7.025960e-01 9.367947e+03
14730 2.113772e+01 3.302133e-02 4.617449e-02 2.038155e-03 7.026942e-01 9.369256e+03
14740 2.114984e+01 3.302012e-02 4.616159e-02 2.038650e-03 7.027924e-01 9.370565e+03
14750 2.116195e+01 3.301891e-02 4.614871e-02 2.039145e-03 7.028905e-01 9.371873e+03
14760 2.117407e+01 3.301770e-02 4.613584e-02 2.039639e-03 7.029885e-01 9.373180e+03
14770 2.118619e+01 3.301650e-02 4.612299e-02 2.040133e-03 7.030864e-01 9.374486e+03
14780 2.119830e+01 3.301529e-02 4.611015e-02 2.040626e-03 7.031843e-01 9.375790e+03
14790 2.121041e+01 3.301409e-02 4.609733e-02 2.041120e-03 7.032821e-01 9.377094e+03
14800 2.122252e+01 3.301289e-02 4.608452e-02 2.041613e-03 7.033798e-01 9.378397e+03
14810 2.123463e+01 3.301169e-02 4.607173e-02 2.042105e-03 7.034774e-01 9.379699e+03
14820 2.124674e+01 3.301050e-02 4.605895e-02 2.042598e-03 7.035750e-01 9.381000e+03
14830 2.125884e+01 3.300930e-02 4.604619e-02 2.043090e-03 7.036725e-01 9.382300e+03
14840 2.127095e+01 3.300811e-02 4.603344e-02 2.043582e-03 7.037699e-01 9.383599e+03
14850 2.128305e+01 3.300691e-02 4.602071e-02 2.044073e-03 7.038673e-01 9.384897e+03
14860 2.129515e+01 3.300572e-02 4.600799e-02 2.044565e-03 7.039646e-01 9.386194e+03
14870 2.130725e+01 3.300453e-02 4.599528e-02 2.045056e-03 7.040618e-01 9.387491e+03
14880 2.131934e+01 3.300335e-02 4.598259e-02 2.045547e-03 7.041589e-01 9.388786e+03
14890 2.133144e+01 3.300216e-02 4.596992e-02 2.046037e-03 7.042560e-01 9.390080e+03
14900 2.134354e+01 3.300098e-02 4.595726e-02 2.046527e-03 7.043530e-01 9.391373e+03
14910 2.135563e+01 3.299979e-02 4.594461e-02 2.047017e-03 7.044499e-01 9.392666e+03
14920 2.136772e+01 3.299861e-02 4.593198e-02 2.047507e-03 7.045468e-01 9.393957e+03
14930 2.137981e+01 3.299743e-02 4.591937e-02 2.047996e-03 7.046436e-01 9.395247e+03
14940 2.139190e+01 3.299625e-02 4.590676e-02 2.048485e-03 7.047403e-01 9.396537e+03
14950 2.140398e+01 3.299508e-02 4.589418e-02 2.048974e-03 7.048369e-01 9.397825e+03
14960 2.141607e+01 3.299390e-02 4.588160e-02 2.049462e-03 7.049335e-01 9.399113e+03
14970 2.142815e+01 3.299273e-02 4.586904e-02 2.049950e-03 7.050300e-01 9.400400e+03
